sv,phylum,class,order,family,genus,species
sv-489:U542-5_S326_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis
sv-490:U757-3_S373_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae
sv-491:U797-1_S109_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,
sv-492:U659-7_S117_L001_001,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
sv-494:U482-7_S286_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-496:U777-2_S97_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum
sv-497:U570-5_S75_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
sv-498:U334-3_S337_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-500:U202-2_S371_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus
sv-501:U246-3_S199_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-502:U249-4_S226_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,,
sv-503:U165-6_S102_L001_001,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida
sv-504:U578-3_S297_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apodemi/murinus
sv-506:U519-2_S117_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
sv-507:U342-8_S184_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium
sv-508:U570-2_S174_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-511:U301-6_S316_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-514:U737-7_S298_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
sv-516:U201-7_S79_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-517:U569-3_S231_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Casaltella,Casaltella massiliensis
sv-518:U526-7_S293_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-519:U565-7_S225_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium disporicum
sv-523:U235-3_S10_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-524:U689-2_S274_L001_001,Firmicutes,Erysipelotrichia/Bacilli,Bacillales/Erysipelotrichales,Erysipelotrichaceae/Bacillaceae,Massilimicrobiota,Massilimicrobiota timonensis
sv-525:U067-1_S259_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus
sv-526:U535-3_S157_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-528:U480-5_S82_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis
sv-529:U707-6_S41_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-530:U668-5_S85_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii
sv-531:U736-4_S33_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis
sv-532:U678-4_S167_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,,
sv-533:U432-4_S141_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger
sv-534:U777-2_S97_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,
sv-536:U791-7_S297_L001_001,,,,,,
sv-537:U437-1_S58_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-539:U379-6_S341_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis/timonensis
sv-540:U235-4_S55_L001_001,Firmicutes,Clostridia,Clostridiales,,Colidextribacter,
sv-541:U176-2_S143_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,
sv-542:U623-6_S155_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-543:U743-2_S181_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,Anaeromassilibacillus senegalensis
sv-545:U621-4_S291_L001_001,Firmicutes,Clostridia,,,,
sv-546:U394-5_S123_L001_001,Firmicutes,Erysipelotrichia/Bacilli,Bacillales/Erysipelotrichales,Erysipelotrichaceae,Massilimicrobiota,Massilimicrobiota timonensis
sv-548:U646-8_S143_L001_001,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,,
sv-551:U265-7_S306_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XII. Incertae Sedis,,
sv-553:U062-8_S199_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea
sv-554:U145-2_S76_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,
sv-555:U333-4_S301_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-559:U274-5_S279_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia
sv-560:U551-8_S73_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] torques
sv-561:U459-5_S129_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,[Clostridium] dakarense
sv-565:U716-8_S364_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
sv-566:U719-3_S105_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa
sv-567:U452-8_S341_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-569:U613-1_S233_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens
sv-570:U360-5_S366_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-571:U519-2_S117_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum butyriciproducens
sv-574:U607-7_S351_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium carnis
sv-576:U437-8_S376_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,Negativibacillus massiliensis
sv-577:U463-6_S193_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-578:U622-2_S133_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aldenense
sv-579:U548-6_S255_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-585:U723-6_S62_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-586:U617-4_S359_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
sv-587:U763-8_S343_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,
sv-588:U434-4_S230_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,Turicimonas muris
sv-589:U355-8_S283_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-590:U224-4_S158_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella secunda
sv-593:U286-6_S232_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
sv-594:U174-4_S120_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium/Dorea,
sv-596:U029-4X_S360_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-597:U319-6_S303_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-599:U126-2_S112_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea
sv-600:U774-5_S348_L001_001,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas butyriciproducens
sv-603:U501-6_S21_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
sv-605:U737-7_S298_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-606:U309-1_S293_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes
sv-607:U240-3_S127_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-608:U515-2_S278_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica
sv-609:U433-7_S352_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola
sv-610:U153-1_S19_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-611:U577-8_S184_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia anaerobia
sv-612:U615-1_S229_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-615:U177-4_S166_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa
sv-617:U216-3_S318_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
sv-622:U538-6_S38_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-625:U152-8_S270_L001_001,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
sv-626:U736-3_S285_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-627:U685-2_S212_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,Neglecta timonensis
sv-629:U398-8_S329_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-631:U180-1_S230_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecihominis
sv-633:U422-5_S203_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
sv-634:U138-5_S127_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
sv-636:U684-2_S165_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
sv-637:U749-7_S131_L001_001,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida
sv-638:U238-6_S73_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
sv-641:U625-1_S90_L001_001,,,,,,
sv-642:U688-4_S175_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-643:U516-5_S360_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri
sv-644:U628-1_S259_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
sv-645:U489-3_S126_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
sv-646:UK9_S232_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-647:U582-6_S184_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
sv-650:U670-2_S218_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
sv-651:U529-6_S363_L001_001,Firmicutes,Clostridia,Clostridiales,,Flintibacter,
sv-653:U667-4_S159_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-655:U432-3_S98_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,
sv-657:U774-5_S348_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter/Oscillibacter,Dysosmobacter welbionis
sv-658:U112-8_S253_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-660:U310-5_S347_L001_001,Tenericutes,Mollicutes,,,,
sv-664:U287-1_S338_L001_001,Firmicutes,Clostridia,Clostridiales,,Flintibacter,
sv-666:U167-1_S294_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-667:U219-3_S337_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-669:U305-7_S340_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
sv-670:U238-7_S41_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] gnavus
sv-671:U635-3_S263_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-672:U564-9_S315_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-674:U462-4_S42_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-676:U381-8_S233_L001_001,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
sv-677:U235-4_S55_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-678:U474-4_S66_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus
sv-681:U346-7_S318_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-682:U302-2_S206_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,,
sv-683:U762-1_S163_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus/xylanisolvens
sv-687:U246-6_S202_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-692:U456-6_S157_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-693:U432-4_S141_L001_001,,,,,,
sv-694:U286-9_S213_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-695:U631-7_S344_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides congonensis
sv-697:U671-9_S287_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-698:U140-1_S138_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,Turicimonas muris
sv-702:U398-8_S329_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-703:U319-8_S365_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,
sv-704:U373-8_S238_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-707:U771-4_S141_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-711:U761-1_S147_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-712:U484-2_S181_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,Phocea massiliensis
sv-716:U513-6_S80_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella disiens
sv-720:U489-3_S126_L001_001,Firmicutes,Erysipelotrichia/Bacilli,Bacillales/Erysipelotrichales,Erysipelotrichaceae,Massilimicrobiota,Massilimicrobiota timonensis
sv-721:U547-6_S42_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus
sv-724:NP4-8_S132_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus
sv-726:U517-2_S261_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
sv-727:U586-2_S344_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus colihominis
sv-728:U145-3_S162_L001_001,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas massiliensis
sv-729:U249-2_S176_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-730:U737-5_S376_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia,
sv-732:U484-4_S1_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-734:U392-1_S57_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,
sv-735:U462-4_S42_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
sv-736:U280-7_S371_L001_001,Bacteroidetes <Bacteroidetes>,Flavobacteriia,Flavobacteriales,,,
sv-737:U525-5_S302_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei
sv-738:U564-8_S158_L001_001,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium
sv-740:U579-6_S338_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium paraputrificum
sv-742:U557-6_S307_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,,
sv-743:U342-6_S69_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri
sv-744:U347-5_S383_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
sv-748:U347-5_S383_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-750:U258-4_S97_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,Pseudoflavonifractor/Clostridium,Pseudoflavonifractor capillosus
sv-752:U328-8_S336_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,
sv-756:U637-1_S339_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae/Barnesiellaceae,Coprobacter/Gabonia,Coprobacter_secundus/Gabonia_massiliensis
sv-757:U569-3_S231_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
sv-758:U373-8_S238_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi/parvula
sv-763:U356-1_S202_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri/johnsonii
sv-764:U374-2_S319_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-765:U408-5_S371_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-766:U114-5_S167_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-767:U429-3_S4_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-768:U372-1_S311_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister propionicifaciens
sv-770:U386-3_S375_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
sv-772:U539-4_S332_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-775:U635-5_S323_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter,
sv-776:U500-7_S293_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus
sv-777:U323-3_S371_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
sv-778:U442-4_S374_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
sv-779:U235-5_S65_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Angelakisella,
sv-782:U249-5_S227_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-783:U219-6_S363_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa
sv-784:U560-3_S209_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-786:U700-8_S87_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-788:U108-6_S245_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis/stercoris
sv-789:U275-9_S340_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus
sv-790:U420-4_S22_L001_001,Firmicutes,Clostridia,Candidatus Borkfalkiales,Candidatus Borkfalkiaceae,Candidatus Borkfalkia,
sv-792:U616-4_S105_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii
sv-793:U588-4_S57_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-794:U394-6_S77_L001_001,Firmicutes,Clostridia/Erysipelotrichia,Clostridiales/Erysipelotrichales,Erysipelotrichaceae/Christensenellaceae,,
sv-795:U689-2_S274_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-796:U763-8_S343_L001_001,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,,
sv-798:U511-4_S301_L001_001,Firmicutes,Clostridia,,,,
sv-800:U798-4_S270_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-801:U340-1_S333_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus
sv-803:U397-1_S195_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
sv-806:U454-4_S238_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-808:U145-4_S152_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-810:U243-5_S274_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-811:U622-4_S190_L001_001,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
sv-813:U534-5_S81_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
sv-815:U064-7_S13_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
sv-816:U061-7_S174_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-817:U239-5_S54_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,
sv-819:U566-3_S102_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-820:U379-4_S378_L001_001,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,,
sv-825:U561-1_S25_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-826:U777-5_S152_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-827:U424-3_S38_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-828:U333-4_S301_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-832:U669-5_S257_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-833:U264-6_S122_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-837:U153-3_S34_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-838:U586-2_S344_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,Coprobacillus cateniformis
sv-840:U186-2_S240_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-841:U532-5_S43_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-848:U133-7_S62_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris
sv-849:U563-6_S344_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis
sv-851:U452-5_S350_L001_001,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis
sv-852:U538-8_S48_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-853:U347-5_S383_L001_001,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens
sv-858:U796-3_S217_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens
sv-859:U369-2_S118_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
